hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,96,2017,May,1,28,2,3,1,1.0,0,BB,PRT,Online TA,TA/TO,0,1,1,A,G,0,No Deposit,13.0,,0,Transient,111.38,0,1,Check-Out,2016-01-03
City Hotel,1,97,2016,December,46,12,3,1,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,32.0,,0,Transient,86.71,0,0,Canceled,2017-03-24
City Hotel,0,2,2015,October,10,19,1,0,2,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,37.0,,0,Transient,45.6,1,1,Check-Out,2017-06-10
City Hotel,0,13,2017,March,48,15,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,35.0,,0,Transient,88.38,0,0,Check-Out,2017-04-26
Resort Hotel,0,52,2017,March,51,13,1,3,1,0.0,0,FB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,26.0,,0,Transient,79.59,0,2,Check-Out,2016-10-02
City Hotel,0,135,2016,July,49,12,0,9,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,130,Transient-Party,95.05,2,0,Check-Out,2016-10-23
Resort Hotel,0,141,2016,July,34,1,1,2,2,3.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35.0,,0,Transient,34.26,0,2,Check-Out,2016-06-12
City Hotel,1,29,2016,March,48,8,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,2,0,D,D,0,No Deposit,22.0,,0,Transient,74.55,0,0,Canceled,2016-06-21
City Hotel,0,111,2016,April,45,11,0,6,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,C,C,0,No Deposit,11.0,,0,Transient,123.9,0,1,Check-Out,2017-03-12
City Hotel,0,1,2015,November,34,11,2,6,2,0.0,0,SC,PRT,Direct,Direct,0,1,1,B,B,0,No Deposit,19.0,,0,Transient,101.77,0,1,Check-Out,2016-01-26
Resort Hotel,1,94,2016,October,47,8,1,2,2,3.0,0,BB,PRT,Online TA,Corporate,0,0,0,D,D,0,No Deposit,35.0,,0,Transient,96.62,0,1,Canceled,2017-09-14
City Hotel,0,47,2017,March,18,18,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,2,0,D,D,0,No Deposit,1.0,,0,Transient-Party,62.39,0,0,Check-Out,2016-02-29
City Hotel,0,25,2017,September,44,24,1,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,18.0,,0,Transient-Party,63.85,0,0,Check-Out,2016-01-30
Resort Hotel,0,62,2016,February,49,25,3,2,2,0.0,0,BB,ESP,Groups,Corporate,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,92.58,0,5,Check-Out,2016-02-14
City Hotel,0,72,2016,June,34,28,2,0,1,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,B,B,1,No Deposit,23.0,,0,Transient,103.82,0,0,Check-Out,2016-05-30
Resort Hotel,0,224,2017,January,7,19,1,4,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,17.0,,0,Transient,67.38,0,1,Check-Out,2016-12-11
City Hotel,0,274,2016,August,12,12,3,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,30.0,,0,Transient,113.33,0,3,Check-Out,2016-05-21
City Hotel,0,44,2015,March,9,19,0,6,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,1,E,E,0,No Deposit,26.0,,0,Transient-Party,113.19,0,0,Check-Out,2016-11-27
City Hotel,0,138,2015,March,28,4,1,9,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,24.0,,0,Transient,58.71,0,1,Check-Out,2016-02-07
City Hotel,0,40,2017,March,23,23,2,2,1,0.0,0,BB,DEU,Corporate,Direct,0,0,1,A,A,0,No Deposit,10.0,,0,Transient,160.09,0,2,Check-Out,2016-12-07
City Hotel,1,76,2016,March,44,15,1,6,2,0.0,0,FB,ITA,Online TA,Corporate,0,0,0,C,C,0,No Deposit,38.0,136.0,0,Transient,67.97,0,1,Canceled,2016-03-26
City Hotel,1,19,2015,January,15,5,2,8,2,0.0,0,BB,GBR,Online TA,Direct,0,0,0,C,C,0,No Deposit,4.0,,85,Transient,64.71,0,0,Canceled,2016-10-25
City Hotel,0,12,2015,July,9,12,2,0,2,0.0,0,BB,NLD,Online TA,Direct,0,0,1,B,B,0,No Deposit,29.0,,0,Transient,76.66,0,2,Check-Out,2016-08-18
City Hotel,0,61,2016,November,33,9,1,7,2,0.0,0,Undefined,BEL,Groups,TA/TO,0,0,1,A,A,0,No Deposit,28.0,,0,Transient,44.3,0,2,Check-Out,2016-03-18
City Hotel,1,31,2016,April,8,10,3,0,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,,0,Transient,26.64,0,0,Canceled,2016-12-21
City Hotel,0,27,2017,October,48,2,3,5,2,3.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,153.01,0,0,Check-Out,2016-03-29
City Hotel,0,5,2015,July,5,1,1,8,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15.0,,0,Transient,146.16,0,1,Check-Out,2016-07-10
City Hotel,1,10,2017,April,26,10,3,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,C,C,0,No Deposit,4.0,,0,Transient,65.84,0,3,Canceled,2017-05-28
City Hotel,0,87,2017,January,50,9,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,,,0,Transient,134.08,0,4,Check-Out,2017-10-29
City Hotel,0,87,2016,October,29,28,0,6,1,2.0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Contract,76.31,0,2,Check-Out,2016-04-30
City Hotel,0,50,2015,January,43,8,0,5,1,1.0,0,BB,PRT,Direct,TA/TO,0,1,0,D,D,1,No Deposit,39.0,,0,Transient,59.42,0,1,Check-Out,2016-03-29
City Hotel,1,68,2017,June,23,10,0,7,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,,,0,Transient,93.89,0,1,Canceled,2017-08-09
City Hotel,0,4,2016,January,40,26,0,8,2,0.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,10.0,,0,Transient,93.45,0,1,Check-Out,2017-07-06
City Hotel,1,134,2015,October,37,25,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,32.0,,0,Transient,149.59,0,0,Canceled,2016-07-27
City Hotel,1,67,2016,December,27,2,0,4,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,19.0,,0,Transient,0.0,0,1,Canceled,2017-02-26
City Hotel,0,90,2017,April,6,3,2,8,2,0.0,0,HB,NLD,Online TA,TA/TO,0,3,0,D,D,0,No Deposit,2.0,,0,Transient,92.2,0,0,Check-Out,2016-10-12
City Hotel,0,14,2016,April,51,3,1,3,2,0.0,0,BB,PRT,Direct,TA/TO,0,1,0,A,A,0,No Deposit,22.0,,0,Transient,206.69,0,2,Check-Out,2016-01-30
City Hotel,1,83,2017,July,3,13,2,4,1,1.0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,C,C,1,No Deposit,4.0,,0,Transient-Party,4.36,0,1,Canceled,2017-01-23
Resort Hotel,0,85,2016,July,19,17,2,7,2,0.0,0,FB,PRT,Online TA,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient,79.55,0,0,Check-Out,2016-03-29
City Hotel,0,31,2016,May,34,10,1,9,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,35.0,,0,Transient,90.91,0,0,Check-Out,2017-06-18
City Hotel,0,275,2015,May,40,1,2,2,2,1.0,0,SC,FRA,Groups,Direct,0,0,0,C,C,0,No Deposit,34.0,,0,Transient,111.73,0,1,Check-Out,2016-10-11
City Hotel,0,31,2016,March,28,6,3,9,2,2.0,0,SC,PRT,Corporate,Direct,0,0,0,C,C,0,No Deposit,4.0,,0,Transient,138.11,0,2,Check-Out,2016-05-28
Resort Hotel,0,175,2015,April,21,18,1,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,1.0,116.0,0,Transient,111.44,0,1,Check-Out,2017-05-13
City Hotel,0,134,2016,August,22,11,1,0,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,176.2,0,2,Check-Out,2016-08-05
City Hotel,0,185,2016,September,51,4,2,8,2,0.0,0,BB,IRL,Direct,TA/TO,0,0,0,D,D,0,No Deposit,35.0,,0,Contract,88.14,0,0,Check-Out,2017-09-12
City Hotel,1,46,2016,October,18,19,3,3,2,2.0,0,BB,USA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,152.46,0,0,Canceled,2017-08-03
City Hotel,0,17,2016,July,45,18,2,2,2,0.0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,27.0,,0,Transient,98.26,0,3,Check-Out,2016-02-19
City Hotel,0,14,2015,October,3,14,3,5,2,0.0,1,SC,PRT,Groups,TA/TO,0,0,1,F,F,0,No Deposit,6.0,,0,Transient,140.16,0,0,Check-Out,2016-02-14
Resort Hotel,0,108,2016,August,35,27,0,5,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,2,D,D,0,No Deposit,19.0,,0,Transient,76.17,0,0,Check-Out,2017-04-15
Resort Hotel,0,59,2017,May,36,24,0,5,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,64.8,0,0,Check-Out,2016-04-21
Resort Hotel,0,47,2015,May,36,2,1,0,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,45.87,0,1,Check-Out,2016-10-08
City Hotel,0,42,2016,July,22,26,0,8,3,0.0,0,FB,BEL,Online TA,TA/TO,1,0,0,B,B,0,No Deposit,32.0,,0,Transient,93.51,1,0,Check-Out,2016-08-26
City Hotel,0,3,2016,April,36,2,0,3,2,0.0,0,SC,PRT,Groups,Direct,0,0,0,F,F,0,No Deposit,6.0,,0,Transient,73.18,0,0,Check-Out,2017-09-22
Resort Hotel,0,33,2016,October,24,14,0,1,4,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,19.0,,0,Transient,120.14,0,0,Check-Out,2016-12-07
City Hotel,1,203,2017,March,31,26,1,5,2,0.0,0,BB,BEL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,32.0,,0,Transient-Party,135.51,0,1,Canceled,2017-02-01
Resort Hotel,0,77,2016,January,47,28,3,6,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,Non Refund,33.0,100.0,0,Transient-Party,151.39,0,3,Check-Out,2017-03-17
City Hotel,0,19,2016,June,35,1,3,1,1,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,142.02,0,4,Check-Out,2017-02-19
City Hotel,0,139,2016,January,39,3,1,9,1,0.0,0,BB,NLD,Online TA,TA/TO,0,1,0,A,A,0,Non Refund,34.0,,0,Transient,154.24,0,1,Check-Out,2016-08-23
City Hotel,1,88,2016,March,51,7,3,6,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,A,0,Non Refund,20.0,,0,Transient,135.79,0,0,Canceled,2017-08-26
Resort Hotel,1,244,2017,May,12,8,3,9,2,0.0,0,BB,ITA,Corporate,TA/TO,0,0,0,C,C,1,No Deposit,2.0,137.0,0,Transient,54.29,0,2,Canceled,2016-09-21
City Hotel,0,25,2017,January,31,8,1,6,2,3.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,D,D,1,No Deposit,34.0,109.0,0,Transient-Party,117.58,0,0,Check-Out,2016-07-04
City Hotel,0,19,2015,March,35,12,1,0,2,0.0,0,BB,BRA,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,72.38,0,0,Check-Out,2016-03-30
City Hotel,1,175,2016,July,37,9,3,2,2,0.0,0,BB,ITA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,12.0,,0,Transient,98.6,0,2,Canceled,2017-02-25
City Hotel,1,41,2016,May,7,17,1,9,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,F,0,No Deposit,28.0,,0,Transient,102.86,0,0,Canceled,2016-03-11
City Hotel,0,32,2015,November,40,24,1,5,1,1.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,B,B,0,Non Refund,17.0,,0,Transient,0.0,0,0,Check-Out,2016-06-04
Resort Hotel,1,93,2016,February,11,16,3,1,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient,58.15,0,0,Canceled,2017-11-22
City Hotel,0,35,2016,September,22,10,2,0,2,2.0,0,BB,BEL,Offline TA/TO,Direct,0,1,0,A,A,0,No Deposit,38.0,,0,Transient-Party,82.48,0,0,Check-Out,2017-08-09
Resort Hotel,0,18,2016,August,38,16,1,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,D,D,1,Non Refund,,,0,Transient,0.0,0,1,Check-Out,2016-03-28
Resort Hotel,0,100,2016,August,14,18,3,5,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,F,0,No Deposit,5.0,,89,Transient,163.89,0,4,Check-Out,2017-09-23
City Hotel,0,65,2016,September,7,26,2,2,2,0.0,0,HB,ESP,Offline TA/TO,Corporate,0,0,0,D,D,1,No Deposit,30.0,,0,Transient,110.48,0,1,Check-Out,2016-02-18
City Hotel,0,12,2017,January,36,27,1,1,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,E,D,0,No Deposit,8.0,,0,Transient,110.23,0,3,Check-Out,2016-10-02
City Hotel,0,97,2017,October,15,8,1,6,2,0.0,0,SC,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,151.0,1,1,Check-Out,2017-08-26
City Hotel,0,13,2015,April,43,26,0,4,1,0.0,0,BB,ESP,Groups,TA/TO,1,0,0,D,D,0,No Deposit,33.0,,0,Transient,137.1,0,0,Check-Out,2017-10-16
City Hotel,0,3,2017,August,47,23,0,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,10.0,,0,Transient,137.21,0,2,Check-Out,2017-11-20
Resort Hotel,1,78,2016,April,19,4,3,0,2,0.0,0,BB,BEL,Online TA,TA/TO,1,0,1,C,C,0,No Deposit,14.0,,0,Transient-Party,151.15,0,2,Canceled,2017-11-11
Resort Hotel,0,19,2017,May,39,16,0,2,2,0.0,0,BB,NLD,Offline TA/TO,Direct,0,1,0,A,B,0,No Deposit,39.0,,0,Transient-Party,118.57,0,0,Check-Out,2016-03-05
Resort Hotel,0,68,2016,September,12,5,3,5,2,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,119.63,0,1,Check-Out,2016-05-25
City Hotel,1,507,2017,December,49,14,0,3,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,D,F,0,Non Refund,4.0,,0,Transient,125.18,0,0,Canceled,2017-01-05
Resort Hotel,0,240,2015,November,13,2,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,45.62,0,0,Check-Out,2017-03-02
Resort Hotel,0,21,2016,September,46,9,2,9,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,1,D,D,3,No Deposit,19.0,,0,Transient,10.0,0,0,Check-Out,2017-06-07
City Hotel,0,28,2017,July,41,17,3,6,1,1.0,0,BB,BEL,Groups,TA/TO,1,0,0,D,D,0,No Deposit,32.0,,0,Transient-Party,12.19,0,1,Check-Out,2016-07-06
City Hotel,0,94,2015,July,17,9,1,5,2,0.0,0,HB,NLD,Online TA,Direct,0,0,0,E,E,0,No Deposit,15.0,,48,Transient-Party,136.56,0,0,Check-Out,2016-01-14
City Hotel,0,0,2015,December,43,1,3,2,2,0.0,0,BB,ITA,Online TA,Direct,0,0,0,D,C,0,No Deposit,6.0,,0,Transient,81.16,1,1,Check-Out,2016-06-19
City Hotel,0,69,2017,March,33,11,1,7,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,32.0,,0,Transient-Party,92.72,0,1,Check-Out,2016-10-09
City Hotel,0,24,2017,December,35,16,3,9,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,E,E,0,No Deposit,16.0,,0,Transient,112.16,0,1,Check-Out,2016-10-12
City Hotel,0,79,2017,August,20,22,0,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,2.0,,0,Transient,168.91,0,1,Check-Out,2017-10-18
City Hotel,1,90,2017,August,13,4,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient,134.74,1,0,Canceled,2016-08-28
Resort Hotel,0,86,2017,August,37,14,2,3,2,0.0,0,HB,ESP,Groups,TA/TO,0,2,0,A,A,1,No Deposit,,,0,Transient,114.07,0,4,Check-Out,2016-03-18
Resort Hotel,0,3,2015,October,3,6,2,9,2,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,,122.0,0,Transient,123.65,0,1,Check-Out,2016-11-24
City Hotel,1,10,2016,September,19,5,3,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,205.78,0,2,Canceled,2017-08-05
Resort Hotel,0,163,2017,February,8,4,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,60.38,0,3,Check-Out,2016-03-22
Resort Hotel,0,12,2017,October,1,22,2,1,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,167.6,0,0,Check-Out,2016-12-01
City Hotel,0,50,2016,September,1,26,2,6,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,111.0,0,Transient,106.01,0,4,Check-Out,2016-10-09
City Hotel,0,145,2015,November,5,19,3,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,31.0,120.0,0,Transient,101.47,0,1,Check-Out,2016-01-11
City Hotel,0,1,2017,December,49,11,0,1,2,0.0,0,BB,PRT,Aviation,TA/TO,0,2,0,C,C,0,No Deposit,36.0,,0,Transient,133.18,0,0,Check-Out,2016-02-06
City Hotel,0,17,2016,December,41,27,0,9,3,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,39.0,,0,Transient-Party,22.15,0,1,Check-Out,2016-06-01
Resort Hotel,0,86,2015,January,52,14,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,24.0,,0,Transient,56.95,0,0,Check-Out,2017-06-02
City Hotel,0,10,2017,August,5,15,0,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,1,0,0,D,D,1,No Deposit,,,0,Transient,122.65,0,2,Check-Out,2016-11-07
City Hotel,1,64,2016,December,52,18,0,9,2,0.0,0,FB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,2.0,,0,Transient,125.62,0,2,Canceled,2016-08-23
City Hotel,1,143,2016,December,32,19,2,6,2,0.0,0,SC,PRT,Offline TA/TO,Direct,0,0,1,B,B,0,No Deposit,2.0,,0,Transient,130.71,0,0,Canceled,2017-06-19
City Hotel,1,70,2015,July,42,14,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,32.0,,0,Transient-Party,137.09,0,1,Canceled,2016-09-30
Resort Hotel,1,156,2015,November,45,14,1,8,1,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,195.36,0,0,Canceled,2016-03-20
City Hotel,0,28,2017,November,14,9,1,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7.0,,0,Transient-Party,76.01,0,0,Check-Out,2016-07-14
City Hotel,0,101,2016,January,39,20,2,9,2,2.0,0,BB,PRT,Online TA,TA/TO,1,0,0,E,E,0,No Deposit,16.0,,0,Transient,122.55,0,1,Check-Out,2016-10-09
City Hotel,0,150,2015,November,34,19,1,3,2,0.0,1,FB,GBR,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,,,0,Transient,138.67,1,0,Check-Out,2016-05-30
City Hotel,0,25,2016,August,22,13,3,2,1,0.0,0,SC,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,121.82,0,1,Check-Out,2016-09-16
City Hotel,1,150,2015,July,26,20,0,0,1,0.0,0,SC,PRT,Direct,TA/TO,0,1,1,A,C,0,No Deposit,17.0,,0,Transient,100.12,0,0,Canceled,2016-08-31
City Hotel,0,8,2015,March,11,4,0,9,3,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,0,No Deposit,37.0,,0,Transient,70.02,0,1,Check-Out,2017-05-04
City Hotel,0,68,2016,December,10,12,0,5,2,0.0,0,Undefined,FRA,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,19.0,,0,Transient,95.66,0,0,Check-Out,2016-01-26
City Hotel,1,13,2016,April,48,28,3,6,2,0.0,0,SC,IRL,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,14.0,,0,Transient,163.38,0,1,Canceled,2016-06-22
Resort Hotel,0,97,2016,June,39,21,1,8,1,0.0,0,BB,ITA,Direct,Corporate,0,2,0,B,B,0,No Deposit,25.0,,0,Transient,203.71,0,1,Check-Out,2017-04-07
City Hotel,0,62,2016,April,30,21,0,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient,26.63,0,0,Check-Out,2017-11-23
City Hotel,0,89,2016,December,37,25,1,2,2,0.0,0,SC,USA,Corporate,TA/TO,0,1,0,E,E,0,No Deposit,27.0,,0,Transient-Party,105.85,0,1,Check-Out,2017-01-18
Resort Hotel,1,135,2016,June,22,18,2,7,3,3.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,12.0,,0,Transient-Party,24.84,0,2,Canceled,2017-09-11
Resort Hotel,0,55,2015,February,13,19,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,B,B,0,No Deposit,21.0,,0,Transient,72.26,0,3,Check-Out,2016-09-05
City Hotel,1,20,2015,January,49,14,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,B,B,0,No Deposit,32.0,,0,Transient-Party,115.66,0,1,Canceled,2016-03-18
City Hotel,0,154,2015,December,52,24,0,8,1,2.0,0,BB,ESP,Direct,TA/TO,0,0,0,F,F,0,No Deposit,36.0,,0,Transient,51.55,0,1,Check-Out,2016-07-21
City Hotel,0,220,2016,March,12,20,2,8,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,84.81,1,3,Check-Out,2017-10-12
City Hotel,1,157,2017,October,42,15,0,2,2,0.0,0,SC,FRA,Online TA,Corporate,1,0,0,D,D,0,Non Refund,30.0,,0,Transient,77.92,0,3,Canceled,2017-07-17
Resort Hotel,1,11,2015,January,23,4,0,6,4,0.0,0,SC,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,17,Transient,113.71,0,1,Canceled,2017-03-05
City Hotel,0,125,2017,November,37,23,2,9,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,31.0,,0,Transient,85.99,0,0,Check-Out,2016-05-21
Resort Hotel,0,82,2017,August,6,10,3,7,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient-Party,157.69,0,1,Check-Out,2017-11-20
Resort Hotel,0,44,2015,March,25,11,2,1,2,0.0,0,BB,CN,Groups,Direct,0,1,0,A,E,0,No Deposit,31.0,,0,Transient-Party,102.06,1,0,Check-Out,2016-01-10
City Hotel,0,10,2015,November,7,4,3,8,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,34.0,,0,Transient,65.49,0,3,Check-Out,2016-10-21
Resort Hotel,0,95,2015,April,43,7,1,0,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,D,E,1,No Deposit,8.0,,0,Transient,34.17,0,2,Check-Out,2016-04-17
City Hotel,0,86,2015,December,21,4,2,6,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,38.0,,0,Transient-Party,66.13,0,1,Check-Out,2017-10-08
Resort Hotel,0,21,2016,August,14,3,1,5,2,1.0,0,HB,GBR,Direct,Corporate,0,1,0,D,D,1,No Deposit,12.0,,0,Transient,95.58,0,0,Check-Out,2017-01-04
City Hotel,0,38,2015,June,37,1,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient,127.21,0,0,Check-Out,2016-05-24
City Hotel,0,14,2017,January,50,9,3,7,2,2.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient,136.74,0,0,Check-Out,2017-09-05
City Hotel,0,212,2016,April,18,22,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,145.69,0,1,Check-Out,2016-05-09
City Hotel,0,52,2017,January,38,25,0,8,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient,129.75,1,1,Check-Out,2017-03-30
City Hotel,1,75,2017,November,36,7,2,8,2,0.0,0,BB,BEL,Offline TA/TO,Corporate,0,0,1,A,C,1,No Deposit,24.0,,0,Transient,148.13,0,1,Canceled,2016-09-14
Resort Hotel,1,67,2016,February,26,12,1,5,3,0.0,0,SC,ESP,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,32.0,,0,Transient,89.19,0,0,Canceled,2016-02-20
City Hotel,0,124,2017,February,42,24,2,6,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,2,0,A,A,1,No Deposit,13.0,,0,Transient-Party,96.29,0,1,Check-Out,2016-07-05
City Hotel,0,84,2017,February,7,20,2,0,1,0.0,0,BB,GBR,Aviation,TA/TO,0,0,0,A,A,2,No Deposit,3.0,,0,Transient-Party,77.32,0,2,Check-Out,2017-06-27
City Hotel,0,23,2016,December,46,26,2,8,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,68.56,0,0,Check-Out,2017-01-28
City Hotel,1,50,2015,December,22,12,3,6,1,2.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient-Party,166.23,0,0,Canceled,2016-07-01
